File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF002DYS	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				84 year	1	2	36		paired-ended	1	ENCFF002DYU		2579852906	John Stamatoyannopoulos, UW	57def1f043b098082de10f7be1e21ae6	https://www.encodeproject.org/files/ENCFF002DYS/@@download/ENCFF002DYS.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DYT	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				84 year	1	2	36		paired-ended	1	ENCFF002DYV		485319301	John Stamatoyannopoulos, UW	56929e5b0f2a4963b39f93ea11ce3b49	https://www.encodeproject.org/files/ENCFF002DYT/@@download/ENCFF002DYT.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DYU	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				84 year	1	2	36		paired-ended	2	ENCFF002DYS		2660484849	John Stamatoyannopoulos, UW	ed4fa5e0505691ba62ece3c98e3b8a3a	https://www.encodeproject.org/files/ENCFF002DYU/@@download/ENCFF002DYU.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DYV	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				84 year	1	2	36		paired-ended	2	ENCFF002DYT		510355500	John Stamatoyannopoulos, UW	eae4eefa76dfb5411d807195a980d551	https://www.encodeproject.org/files/ENCFF002DYV/@@download/ENCFF002DYV.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF065RNT	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	2	36		paired-ended	1	ENCFF872QGK		524070802	John Stamatoyannopoulos, UW	d35ccf2add6fa1414f4c4c4d9d22cf86	https://www.encodeproject.org/files/ENCFF065RNT/@@download/ENCFF065RNT.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF829BUM	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	1	36		single-ended				3448268661	John Stamatoyannopoulos, UW	24216fbc7549fe66d654d67ea6273a76	https://www.encodeproject.org/files/ENCFF829BUM/@@download/ENCFF829BUM.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF967FWJ	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	2	36		paired-ended	2	ENCFF416DPV		4961585217	John Stamatoyannopoulos, UW	9026e3833200597e6d060b35ca6f38e1	https://www.encodeproject.org/files/ENCFF967FWJ/@@download/ENCFF967FWJ.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF416DPV	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	2	36		paired-ended	1	ENCFF967FWJ		4530603214	John Stamatoyannopoulos, UW	c9a013075c464a2b3e38da35e1fe0cdf	https://www.encodeproject.org/files/ENCFF416DPV/@@download/ENCFF416DPV.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF872QGK	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	2	36		paired-ended	2	ENCFF065RNT		520642433	John Stamatoyannopoulos, UW	0baf28d7518a9266d55c2346c94b80a9	https://www.encodeproject.org/files/ENCFF872QGK/@@download/ENCFF872QGK.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF258NTO	fastq	reads	ENCSR771DAX	DNase-seq	UBERON:0001875	globus pallidus	tissue	adult	male	Homo sapiens							DNA					2015-09-14	ENCODE				78 year	2	1	36		single-ended				347849269	John Stamatoyannopoulos, UW	611862ce11cba7824ce9cf5fa2a34fec	https://www.encodeproject.org/files/ENCFF258NTO/@@download/ENCFF258NTO.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF254JEW	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	1	36		single-ended				436531538	John Stamatoyannopoulos, UW	9b0b33da54b8c3a153c0f8b2eb80f78e	https://www.encodeproject.org/files/ENCFF254JEW/@@download/ENCFF254JEW.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF043WCU	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	2	36		paired-ended	1	ENCFF140MGC		7341896163	John Stamatoyannopoulos, UW	e55c3f9fda182278fe3ea09285aee49e	https://www.encodeproject.org/files/ENCFF043WCU/@@download/ENCFF043WCU.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF980CUU	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	2	36		paired-ended	2	ENCFF163WTN		145149827	John Stamatoyannopoulos, UW	d35f3a54d44d896ee0e6092d14950d04	https://www.encodeproject.org/files/ENCFF980CUU/@@download/ENCFF980CUU.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF360APD	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	1	36		single-ended				609845255	John Stamatoyannopoulos, UW	a237dcc53f10b9d9af8e23ce78500ab3	https://www.encodeproject.org/files/ENCFF360APD/@@download/ENCFF360APD.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF174WFE	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	1	36		single-ended				670570972	John Stamatoyannopoulos, UW	afa05d80e3d68226e68489bbb12785e3	https://www.encodeproject.org/files/ENCFF174WFE/@@download/ENCFF174WFE.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF163WTN	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	2	36		paired-ended	1	ENCFF980CUU		136373683	John Stamatoyannopoulos, UW	57e7e81d32993acb9bfb6b46e9f315ac	https://www.encodeproject.org/files/ENCFF163WTN/@@download/ENCFF163WTN.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF140MGC	fastq	reads	ENCSR829MXU	DNase-seq	UBERON:0000988	pons	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				78 year	1	2	36		paired-ended	2	ENCFF043WCU		7525741525	John Stamatoyannopoulos, UW	8d96e4f1bf4ebd895f716bc314545055	https://www.encodeproject.org/files/ENCFF140MGC/@@download/ENCFF140MGC.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates	unreplicated experiment	
ENCFF001AVI	fastq	reads	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	immortalized cell line	unknown	female	Homo sapiens							DNA		see document	see document		2011-04-07	ENCODE		see document			1	1	27		single-ended				8274986386	John Stamatoyannopoulos, UW	c36aa30f98f8fd7ea2cfa19874f6a85e	https://www.encodeproject.org/files/ENCFF001AVI/@@download/ENCFF001AVI.fastq.gz				released	mixed read lengths	out of date analysis		
ENCFF001CTW	fastq	reads	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	immortalized cell line	unknown	female	Homo sapiens							DNA		see document	see document		2011-04-07	ENCODE		see document			2	1	36		single-ended				2985730788	John Stamatoyannopoulos, UW	038390f94351b81a2b9885a81abca181	https://www.encodeproject.org/files/ENCFF001CTW/@@download/ENCFF001CTW.fastq.gz				released	mixed read lengths	out of date analysis		
ENCFF001CTV	fastq	reads	ENCSR000EMQ	DNase-seq	EFO:0002783	GM06990	immortalized cell line	unknown	female	Homo sapiens							DNA		see document	see document		2011-04-07	ENCODE		see document			1	1	36		single-ended				3355898958	John Stamatoyannopoulos, UW	35dc124798e4f2d0a0ac8f8e6d302df9	https://www.encodeproject.org/files/ENCFF001CTV/@@download/ENCFF001CTV.fastq.gz				archived	mixed read lengths	out of date analysis		
ENCFF000SLF	fastq	reads	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document			2	1	20		single-ended				248464627	Gregory Crawford, Duke	442e918d34514c6a0f19d6196893bab9	https://www.encodeproject.org/files/ENCFF000SLF/@@download/ENCFF000SLF.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SLG	fastq	reads	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document			1	1	20		single-ended				1500440779	Gregory Crawford, Duke	5e91b590b9dc1fdc5e527c39ed48acc9	https://www.encodeproject.org/files/ENCFF000SLG/@@download/ENCFF000SLG.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SLL	fastq	reads	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document			3	1	20		single-ended				3004017691	Gregory Crawford, Duke	843ead0cf99dc4eeb7be5ea04e567b19	https://www.encodeproject.org/files/ENCFF000SLL/@@download/ENCFF000SLL.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SLP	fastq	reads	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document			1	1	20		single-ended				1895588200	Gregory Crawford, Duke	c363e4f68b59258e12b3416ef8b8e3f6	https://www.encodeproject.org/files/ENCFF000SLP/@@download/ENCFF000SLP.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SLR	fastq	reads	ENCSR000EJD	DNase-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document			2	1	20		single-ended				2069674378	Gregory Crawford, Duke	d27c695f75b50faea0bb4236e7f3cae9	https://www.encodeproject.org/files/ENCFF000SLR/@@download/ENCFF000SLR.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SZP	fastq	reads	ENCSR000EKZ	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		69 year	1	1	20		single-ended				1325504903	Gregory Crawford, Duke	841166fe3bc20acb7b1a88e174b3ad51	https://www.encodeproject.org/files/ENCFF000SZP/@@download/ENCFF000SZP.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF000SZW	fastq	reads	ENCSR000EKZ	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-04-19	ENCODE		see document		69 year	2	1	20		single-ended				1346782728	Gregory Crawford, Duke	49e48c713e30cd1b5fb90d68c28d4ccf	https://www.encodeproject.org/files/ENCFF000SZW/@@download/ENCFF000SZW.fastq.gz				released		biological replicates with identical biosample, out of date analysis		
ENCFF097VLT	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	2	2	36		paired-ended	1	ENCFF958MBA		8712995214	John Stamatoyannopoulos, UW	0796fca493beb0cc91d6e678983fb878	https://www.encodeproject.org/files/ENCFF097VLT/@@download/ENCFF097VLT.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF182JEM	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	1	2	36		paired-ended	2	ENCFF610QBV		4764705369	John Stamatoyannopoulos, UW	ce01b109e6a29cc0e5447ad4b8dc573b	https://www.encodeproject.org/files/ENCFF182JEM/@@download/ENCFF182JEM.fastq.gz		HiSeq 2500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF857ELU	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	1	2	36		paired-ended	2	ENCFF978FUT		3074506844	John Stamatoyannopoulos, UW	142fe64da95c5dce007cc4c83893b4d8	https://www.encodeproject.org/files/ENCFF857ELU/@@download/ENCFF857ELU.fastq.gz		HiSeq 2500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF610QBV	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	1	2	36		paired-ended	1	ENCFF182JEM		4608309644	John Stamatoyannopoulos, UW	e79d8d39904bb6cc5d5a93cab2ff27e1	https://www.encodeproject.org/files/ENCFF610QBV/@@download/ENCFF610QBV.fastq.gz		HiSeq 2500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF055ZGM	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	2	1	36		single-ended				484236385	John Stamatoyannopoulos, UW	2a9b959d7570229420be41ab0fcad4b3	https://www.encodeproject.org/files/ENCFF055ZGM/@@download/ENCFF055ZGM.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF958MBA	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	2	2	36		paired-ended	2	ENCFF097VLT		9056027554	John Stamatoyannopoulos, UW	160fa93f1f7e5d80d7569c22c7172f30	https://www.encodeproject.org/files/ENCFF958MBA/@@download/ENCFF958MBA.fastq.gz		Illumina NextSeq 500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF823EBI	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	1	1	36		single-ended				531893107	John Stamatoyannopoulos, UW	1a1b6c90fb2f11383e966b7472ee4ea8	https://www.encodeproject.org/files/ENCFF823EBI/@@download/ENCFF823EBI.fastq.gz		HiSeq 2000		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF978FUT	fastq	reads	ENCSR946MVP	DNase-seq	EFO:0005721	SK-N-DZ	immortalized cell line	child	female	Homo sapiens							DNA					2015-08-31	ENCODE				2 year	1	2	36		paired-ended	1	ENCFF857ELU		2962925000	John Stamatoyannopoulos, UW	4add0b31573daa4677a2df2a4368edc1	https://www.encodeproject.org/files/ENCFF978FUT/@@download/ENCFF978FUT.fastq.gz		HiSeq 2500		released	mixed run types, inconsistent platforms	sequencing runs labeled as technical replicates		
ENCFF768YIX	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF335KVO		1430381581	John Stamatoyannopoulos, UW	6a4efbfa6a8f452394b0db5171f20ecf	https://www.encodeproject.org/files/ENCFF768YIX/@@download/ENCFF768YIX.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF522QVS	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF341NUH		674014184	John Stamatoyannopoulos, UW	fb3b936faa965536d0a829940ebb04ec	https://www.encodeproject.org/files/ENCFF522QVS/@@download/ENCFF522QVS.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF642ZEF	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF067QFC		1381344047	John Stamatoyannopoulos, UW	ef41c87cb6518f1610b46e2f8edf47c1	https://www.encodeproject.org/files/ENCFF642ZEF/@@download/ENCFF642ZEF.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF335KVO	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF768YIX		1528413076	John Stamatoyannopoulos, UW	93540858b92ccdb1e4280018f3722bc5	https://www.encodeproject.org/files/ENCFF335KVO/@@download/ENCFF335KVO.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF815ZUV	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF498XBD		1508483134	John Stamatoyannopoulos, UW	deed2cccaa5489ff1ba0dcf2065d5655	https://www.encodeproject.org/files/ENCFF815ZUV/@@download/ENCFF815ZUV.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF067QFC	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF642ZEF		1486232079	John Stamatoyannopoulos, UW	d23201f3a3b5ef0e701433b1580464c3	https://www.encodeproject.org/files/ENCFF067QFC/@@download/ENCFF067QFC.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF341NUH	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF522QVS		654725769	John Stamatoyannopoulos, UW	38011a8f1ace12adc0785e81a0ee970f	https://www.encodeproject.org/files/ENCFF341NUH/@@download/ENCFF341NUH.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF498XBD	fastq	reads	ENCSR066WZJ	DNase-seq	UBERON:0002113	kidney	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF815ZUV		1399302022	John Stamatoyannopoulos, UW	02fe2866f4bbd315370019c230f27c96	https://www.encodeproject.org/files/ENCFF498XBD/@@download/ENCFF498XBD.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF232YBS	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	2	ENCFF629RYZ		1623993037	John Stamatoyannopoulos, UW	c4696bc63b4b00800b81bb34b6e906c6	https://www.encodeproject.org/files/ENCFF232YBS/@@download/ENCFF232YBS.fastq.gz		HiSeq 2500		released				
ENCFF036OXC	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	1	ENCFF411QZU		81090089	John Stamatoyannopoulos, UW	99800f3f5dfa8edce9a9dd7423f37a73	https://www.encodeproject.org/files/ENCFF036OXC/@@download/ENCFF036OXC.fastq.gz		HiSeq 2500		released				
ENCFF629RYZ	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	1	ENCFF232YBS		1612613743	John Stamatoyannopoulos, UW	a4ce80133ab52f25828b3c6b96bd67ad	https://www.encodeproject.org/files/ENCFF629RYZ/@@download/ENCFF629RYZ.fastq.gz		HiSeq 2500		released				
ENCFF504HQG	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	1	ENCFF466GBQ		2775635212	John Stamatoyannopoulos, UW	e1e6df5488f466f3c510dbc9f7edd22b	https://www.encodeproject.org/files/ENCFF504HQG/@@download/ENCFF504HQG.fastq.gz		HiSeq 2500		released				
ENCFF391QPN	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	1	ENCFF244XPY		3842776878	John Stamatoyannopoulos, UW	c3ace0ad49ace14a74f261053f5f376c	https://www.encodeproject.org/files/ENCFF391QPN/@@download/ENCFF391QPN.fastq.gz		HiSeq 2500		released				
ENCFF411QZU	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	2	ENCFF036OXC		81434391	John Stamatoyannopoulos, UW	ce80c09d981802183eb4a4b970e83b90	https://www.encodeproject.org/files/ENCFF411QZU/@@download/ENCFF411QZU.fastq.gz		HiSeq 2500		released				
ENCFF466GBQ	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	2	ENCFF504HQG		3003561488	John Stamatoyannopoulos, UW	6986d8b17fbf8b58bedad640a95d9b2d	https://www.encodeproject.org/files/ENCFF466GBQ/@@download/ENCFF466GBQ.fastq.gz		HiSeq 2500		released				
ENCFF244XPY	fastq	reads	ENCSR865ICK	DNase-seq	UBERON:0002369	adrenal gland	tissue	adult	female	Homo sapiens							DNA					2016-05-09	ENCODE				51 year	1	1	36		paired-ended	2	ENCFF391QPN		3745184314	John Stamatoyannopoulos, UW	afb09fc4ccd328231e6d9a1b3233cad2	https://www.encodeproject.org/files/ENCFF244XPY/@@download/ENCFF244XPY.fastq.gz		HiSeq 2500		released				
ENCFF490TVQ	fastq	reads	ENCSR092OFK	DNase-seq	UBERON:0002097	skin of body	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				82 day	1	3	36		single-ended				613394991	Zhiping Weng, UMass	437150949c38b10cb908862065dded59	https://www.encodeproject.org/files/ENCFF490TVQ/@@download/ENCFF490TVQ.fastq.gz				released				
ENCFF205QWU	fastq	reads	ENCSR092OFK	DNase-seq	UBERON:0002097	skin of body	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				82 day	1	3	36		single-ended				867881871	Zhiping Weng, UMass	06c96b1d74004c7e87f6253d2e5e4377	https://www.encodeproject.org/files/ENCFF205QWU/@@download/ENCFF205QWU.fastq.gz				released				
ENCFF132FDZ	fastq	reads	ENCSR092OFK	DNase-seq	UBERON:0002097	skin of body	tissue	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				82 day	1	3	36		single-ended				369194433	Zhiping Weng, UMass	29df93ef79beaafc335bd728c312d789	https://www.encodeproject.org/files/ENCFF132FDZ/@@download/ENCFF132FDZ.fastq.gz				released				
ENCFF001DXY	fastq	reads	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-06-12	ENCODE		see document		69 year	1	1	36		single-ended				287164197	John Stamatoyannopoulos, UW	54b49de54908fc63d7d7aef5192e62fc	https://www.encodeproject.org/files/ENCFF001DXY/@@download/ENCFF001DXY.fastq.gz		Illumina Genome Analyzer I		released	inconsistent platforms			
ENCFF001DYA	fastq	reads	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-06-12	ENCODE		see document		69 year	2	1	36		single-ended				165213557	John Stamatoyannopoulos, UW	92c9b78cd3ff567dddc185c2cda808d7	https://www.encodeproject.org/files/ENCFF001DYA/@@download/ENCFF001DYA.fastq.gz		Illumina Genome Analyzer I		released	inconsistent platforms			
ENCFF001DYC	fastq	reads	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-06-12	ENCODE		see document		69 year	2	1	36		single-ended				5523237703	John Stamatoyannopoulos, UW	0fe1de90042b3e6b8409ea5226d20f97	https://www.encodeproject.org/files/ENCFF001DYC/@@download/ENCFF001DYC.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001DXZ	fastq	reads	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-06-12	ENCODE		see document		69 year	1	1	36		single-ended				1861522484	John Stamatoyannopoulos, UW	08e03c0919996d3ef6a2cd48ce07c1dc	https://www.encodeproject.org/files/ENCFF001DXZ/@@download/ENCFF001DXZ.fastq.gz		HiSeq 2000		released	inconsistent platforms			
ENCFF001DYB	fastq	reads	ENCSR000EPH	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2012-06-12	ENCODE		see document		69 year	2	1	36		single-ended				200596662	John Stamatoyannopoulos, UW	e6243a619439e89ce046fec353f29f97	https://www.encodeproject.org/files/ENCFF001DYB/@@download/ENCFF001DYB.fastq.gz		Illumina Genome Analyzer I		released	inconsistent platforms			
ENCFF106VBV	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	4	3	36		single-ended				874268827	Zhiping Weng, UMass	68f1c965e9f41e6643b2940b1205fbc8	https://www.encodeproject.org/files/ENCFF106VBV/@@download/ENCFF106VBV.fastq.gz				released		biological replicates with identical biosample		
ENCFF265VSL	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	3	4	36		single-ended				977059621	Zhiping Weng, UMass	3abee164caac2f8ffb71b32d31cd229c	https://www.encodeproject.org/files/ENCFF265VSL/@@download/ENCFF265VSL.fastq.gz				released		biological replicates with identical biosample		
